folder,index,filename,type,width,height,duration,path
atelier,57,model-souk.png,image,5120,2880,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /model-souk.png
atelier,58,model-summer-sand.png,image,1344,768,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /model-summer-sand.png
atelier,59,model-tennis-leather bag.png,image,896,1152,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /model-tennis-leather bag.png
atelier,60,model-white suit-kilim bag-HD.png,image,1152,896,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /model-white suit-kilim bag-HD.png
atelier,61,mt-hero-weekender-desert-product-first-HD-16x9.png,image,5120,2880,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /mt-hero-weekender-desert-product-first-HD-16x9.png
atelier,62,mt-hero-weekender-desert-product-first-HD-9x16.png,image,2880,5120,,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison tanneurs Atelier assets /mt-hero-weekender-desert-product-first-HD-9x16.png
videos,1,2-Atelier cinematic break — Act IV · The Making.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/2-Atelier cinematic break — Act IV · The Making.mp4
videos,2,3-heritage mid-poster — Act V · The Atlas.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/3-heritage mid-poster — Act V · The Atlas.mp4
videos,3,4-products page opening — transition into the Edition.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/4-products page opening — transition into the Edition.mp4
videos,4,Bag-terrace-light-shift-9x16.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Bag-terrace-light-shift-9x16.mp4
videos,5,Berber in the dunes.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Berber in the dunes.mp4
videos,6,Brass_buckle_on_linen_cloth_202606051331.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Brass_buckle_on_linen_cloth_202606051331.mp4
videos,7,Cinematic-medina-zigzag-tote-chocolate.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Cinematic-medina-zigzag-tote-chocolate.mp4
videos,8,Create_a_luxury_fashion_campai.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Create_a_luxury_fashion_campai.mp4
videos,9,Hands at Work.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Hands at Work.mp4
videos,10,Here_s_what_I_m_using_This_wa.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Here_s_what_I_m_using_This_wa.mp4
videos,11,Hero-bag-beach-HD.mp4,video,3840,2160,5.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Hero-bag-beach-HD.mp4
videos,12,Leather_grain_texture_slow_rake_202606051331.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Leather_grain_texture_slow_rake_202606051331.mp4
videos,13,Macro_hand-laid_saddle_stitch_le…_202606051332.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Macro_hand-laid_saddle_stitch_le…_202606051332.mp4
videos,14,Marrakech Train Window : Traveler.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Marrakech Train Window : Traveler.mp4
videos,15,Model-white-bag-dune.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Model-white-bag-dune.mp4
videos,16,Moroccan_hands_tying_tag_202606051728.mp4,video,1080,1920,6.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Moroccan_hands_tying_tag_202606051728.mp4
videos,17,RenderedVideo.MOV,video,464,832,10.9,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/RenderedVideo.MOV
videos,18,Traveler_and_artisan_in_alleys_202606051727.mp4,video,1080,1920,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Traveler_and_artisan_in_alleys_202606051727.mp4
videos,19,Traveler_and_artisan_in_alleys_202606051729.mp4,video,1080,1920,6.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Traveler_and_artisan_in_alleys_202606051729.mp4
videos,20,Traveler_and_artisan_in_medina_202606051331.mp4,video,1920,1080,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Traveler_and_artisan_in_medina_202606051331.mp4
videos,21,Woman_with_leather_bag_mountains_202606051120.mp4,video,1920,1080,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/Woman_with_leather_bag_mountains_202606051120.mp4
videos,22,loro-video.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/loro-video.mp4
videos,23,medina-zigzag-tote-chocolate-vodeo-reveal.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/medina-zigzag-tote-chocolate-vodeo-reveal.mp4
videos,24,model in desert.mp4,video,1280,720,10.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/model in desert.mp4
videos,25,model-tennis-leather bag.mp4,video,1280,720,8.0,/Users/ryanz/Library/CloudStorage/GoogleDrive-ryanaoufal@gmail.com/My Drive/Maison Tanneurs/Maison Tanneurs videos/model-tennis-leather bag.mp4
